==== 10.0 Build 22631 ====

KeQueryAuxiliaryCounterFrequency :: 00007FF71F1D9D90
KeQueryDpcWatchdogInformation :: 00007FF71EF85D60
KeQueryEffectivePriorityThread :: 00007FF71F019200
KeQueryGroupAffinity :: 00007FF71EF1BC40
KeQueryGroupAffinityEx :: 00007FF71F020BD0
KeQueryHardwareCounterConfiguration :: 00007FF71F5E1200
KeQueryHeteroCpuPolicyThread :: 00007FF71F1DC260
KeQueryHighestNodeNumber :: 00007FF71EFA5530
KeQueryInterruptPartitionCount :: 00007FF71EF7C410
KeQueryInterruptPartitionInformation :: 00007FF71EF7C3A0
KeQueryInterruptTimePrecise :: 00007FF71EE74B10
KeQueryLogicalProcessorRelationship :: 00007FF71EE7A150
KeQueryMaximumGroupCount :: 00007FF71EF25070
KeQueryMaximumProcessorCount :: 00007FF71F1DDC50
KeQueryMaximumProcessorCountEx :: 00007FF71EE78DD0
KeQueryNodeActiveAffinity :: 00007FF71EFA5550
KeQueryNodeActiveAffinity2 :: 00007FF71EFCE8F0
KeQueryNodeActiveProcessorCount :: 00007FF71F01E4E0
KeQueryNodeMaximumProcessorCount :: 00007FF71F01DA30
KeQueryPerformanceCounter :: 00007FF71EEA5C50
KeQueryPrcbAddress :: 00007FF71F1D9DB0
KeQueryPriorityThread :: 00007FF71EF4A350
KeQueryRuntimeThread :: 00007FF71EFD10C0
KeQuerySystemCpuPartitionAffinity :: 00007FF71F017F40
KeQuerySystemTimePrecise :: 00007FF71EF29BC0
KeQueryTimeIncrement :: 00007FF71EF27890
KeQueryTotalCycleTimeThread :: 00007FF71EF97E60
KeQueryTypeEvent :: 00007FF71F1DECE0
KeQueryUnbiasedInterruptTime :: 00007FF71EF6B740
KeQueryUnbiasedInterruptTimePrecise :: 00007FF71EF3DE80
KeRaiseIrqlToDpcLevel :: 00007FF71EE93F10
KeRaiseUserException :: 00007FF71F1DE2F0
KeReadStateEvent :: 00007FF71EF9BA30
KeReadStateMutant :: 00007FF71EF9BA30
KeReadStateMutex :: 00007FF71EF9BA30
KeReadStateQueue :: 00007FF71EF9BA30
KeReadStateSemaphore :: 00007FF71EF9BA30
KeReadStateTimer :: 00007FF71F0C6FC0
KeReenterRetpolinedCode :: 00007FF71F07A1E0
KeRegisterBoundCallback :: 00007FF71F1DA020
KeRegisterBugCheckCallback :: 00007FF71F018DB0
KeRegisterBugCheckReasonCallback :: 00007FF71EFB7EE0
KeRegisterNmiCallback :: 00007FF71F1DA090
KeRegisterProcessorChangeCallback :: 00007FF71F4728D0
KeReinitializeAffinityEx :: 00007FF71EF26C30
KeReleaseGuardedMutex :: 00007FF71EF9BC60
KeReleaseGuardedMutexUnsafe :: 00007FF71F0C6C70
KeReleaseInStackQueuedSpinLock :: 00007FF71EE8CA90
KeReleaseInStackQueuedSpinLockForDpc :: 00007FF71F1DEAF0
KeReleaseInStackQueuedSpinLockFromDpcLevel :: 00007FF71EFD2D50
KeReleaseInterruptSpinLock :: 00007FF71EFA9520
KeReleaseMutant :: 00007FF71EE94480
KeReleaseMutex :: 00007FF71EE945C0
KeReleaseQueuedSpinLock :: 00007FF71EF12C20
KeReleaseSemaphore :: 00007FF71EF7D520
KeReleaseSpinLock :: 00007FF71EE8E760
KeReleaseSpinLockForDpc :: 00007FF71F1DEB90
KeReleaseSpinLockFromDpcLevel :: 00007FF71EF92290
KeRemoveByKeyDeviceQueue :: 00007FF71F1E0750
KeRemoveByKeyDeviceQueueIfBusy :: 00007FF71F1E0830
KeRemoveDeviceQueue :: 00007FF71F1E0900
KeRemoveEntryDeviceQueue :: 00007FF71F1E09A0
KeRemoveGroupAffinityEx :: 00007FF71F1DC8E0
KeRemoveProcessorAffinityEx :: 00007FF71EF26600
KeRemoveProcessorGroupAffinity :: 00007FF71EE7AF00
KeRemoveQueue :: 00007FF71EFB8480
KeRemoveQueueApc :: 00007FF71EFC5BC0
KeRemoveQueueDpc :: 00007FF71EF707D0
KeRemoveQueueDpcEx :: 00007FF71EF707F0
KeRemoveQueueEx :: 00007FF71EF0A280
KeRemoveSystemServiceTable :: 00007FF71F5E0010
KeReportCacheIncoherentDevice :: 00007FF71F1DF5F0
KeResetEvent :: 00007FF71EF328E0
KeRestoreExtendedProcessorState :: 00007FF71EF88C80
KeRestoreFloatingPointState :: 00007FF71EF1BDD0
KeRevertToUserAffinityThread :: 00007FF71F1DC3D0
KeRevertToUserAffinityThreadEx :: 00007FF71F0C6D80
KeRevertToUserGroupAffinityThread :: 00007FF71EE79FA0
KeRundownQueue :: 00007FF71EFD01C0
KeSaveExtendedProcessorState :: 00007FF71EF88E90
